accident_id,time,base_sub_base,county,road,place,vehicles_involved,accident_details,gender,age,cause_code,victim_type,number,date,county_raw,gender_raw,victim_type_raw,age_raw,age_numeric,age_category,age_group,date_raw,year,month,month_name,day,day_name,time_raw,hour,minute,time_period,cause_code_raw,cause_group,vehicles_involved_raw,motorcycle,matatu,bus,lorry_truck,pickup,tractor,car_suv,unknown_vehicle,trailer_tanker,vehicle_classified,van_minivan,unspecified_vehicle,is_synthetic,synthetic_note
370,1230,KITALE,TRANS NZOIA,KITALE ELDORET,MAILI SABA TRADING CENTRE,KCA 241N ISUZU LORRY,THE VICTIM JUMPED OFF FROM A MOVING VEHICLE,MALE,25,71.0,PASSENGER,1.0,2016-04-01 00:00:00,TRANS NZOIA,M,PASSENGER,25,25.0,NUMERIC AGE,25-34,04/01,2016,4,April,1,Friday,1230,12.0,30.0,AFTERNOON,71.0,PASSENGER / ATTENDANT,KCA 241N ISUZU LORRY,False,False,False,True,False,False,False,False,False,True,False,False,False,
371,100,NAROMORU,NYERI,NYERI NANYUKI,TIGITHU AREA,KBN 441M T/MATATU & KMCN 333G CAPTAIN,THE MATATU KNOCKED DOWN THE M/CYCLIST,MALE,60,9.0,MOTORCYCLIST,1.0,2016-04-01 00:00:00,NYERI,M,M/CYCLIST,60,60.0,NUMERIC AGE,55-64,04/01,2016,4,April,1,Friday,100,1.0,0.0,NIGHT,9.0,DRIVER / CYCLIST BEHAVIOUR,KBN 441M T/MATATU & KMCN 333G CAPTAIN,False,True,False,False,False,False,False,False,False,True,False,False,False,
372,700,CHANGAMWE,MOMBASA,MOMBASA NAIROBI,BANGLADESH,KCF 186A/ZF 1848 MAN TRAILER & KTCB 478P/ZE 5817 HOLLAND TRACTOR,HEAD ON COLLISION,MALE,24,11.0,DRIVER,1.0,2016-04-01 00:00:00,MOMBASA,M,DRIVER,24,24.0,NUMERIC AGE,18-24,04/01,2016,4,April,1,Friday,700,7.0,0.0,MORNING,11.0,DRIVER / CYCLIST BEHAVIOUR,KCF 186A/ZF 1848 MAN TRAILER & KTCB 478P/ZE 5817 HOLLAND TRACTOR,False,False,False,False,False,True,False,False,True,True,False,False,False,
373,1515,KINANGOP,NYANDARUA,NJABINI OLKALAU,MUNYAKA AREA,KBX 389H TOYOTA MATATU,THE MATATU ROLLED SEVERAL TIMES,FEMALE,A,79.0,PASSENGER,2.0,2016-04-01 00:00:00,NYANDARUA,F,PASSENGER,A,,ADULT,,04/01,2016,4,April,1,Friday,1515,15.0,15.0,AFTERNOON,79.0,VEHICLE DEFECT,KBX 389H TOYOTA MATATU,False,True,False,False,False,False,False,False,False,True,False,False,False,
374,2110,JUJA,KIAMBU,THIKA SUPERHIGHWAY,NEAR KALIMONI JUNIOR SCHOOL,KAW 249X TOYOTA TOWNACE & UNKNOWN M/V,THE VICTIM WAS KNOCKED DOWN BY THE UNKNOWN M/V,MALE,A,63.0,PEDESTRIAN,1.0,2016-04-01 00:00:00,KIAMBU,M,PEDESTRIAN,A,,ADULT,,04/01,2016,4,April,1,Friday,2110,21.0,10.0,NIGHT,63.0,PEDESTRIAN BEHAVIOUR,KAW 249X TOYOTA TOWNACE & UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,True,False,False,
375,2040,KAJIADO,KAJIADO,KAJIADO NAMANGA,NEAR BISIL TOWN,KBR 337E TOYOTA ALLIANCE & UNREGISTERED M/CYCLE,HEAD ON COLLISION,MALE,A,10.0,MOTORCYCLIST,1.0,2016-04-01 00:00:00,KAJIADO,M,M/CYCLIST,A,,ADULT,,04/01,2016,4,April,1,Friday,2040,20.0,40.0,EVENING,10.0,DRIVER / CYCLIST BEHAVIOUR,KBR 337E TOYOTA ALLIANCE & UNREGISTERED M/CYCLE,True,False,False,False,False,False,False,False,False,True,False,False,False,
376,2040,KAJIADO,KAJIADO,KAJIADO NAMANGA,NEAR BISIL TOWN,KBR 337E TOYOTA ALLIANCE & UNREGISTERED M/CYCLE,HEAD ON COLLISION,MALE,A,10.0,PILLION PASSENGER,1.0,2016-04-01 00:00:00,KAJIADO,M,P/PASSENGER,A,,ADULT,,04/01,2016,4,April,1,Friday,2040,20.0,40.0,EVENING,10.0,DRIVER / CYCLIST BEHAVIOUR,KBR 337E TOYOTA ALLIANCE & UNREGISTERED M/CYCLE,True,False,False,False,False,False,False,False,False,True,False,False,False,
377,1830,KAYOLE,NAIROBI,SPINE ROAD,NEAR SHUJAA MALL,KBS 604T ISUZU MINI BUS,THE VICTIM TRIED TO ALIGHT WHILE THE VEHICLE WAS IN MOTION,MALE,A,70.0,PASSENGER,1.0,2016-04-01 00:00:00,NAIROBI,M,PASSENGER,A,,ADULT,,04/01,2016,4,April,1,Friday,1830,18.0,30.0,EVENING,70.0,PASSENGER / ATTENDANT,KBS 604T ISUZU MINI BUS,False,False,True,False,False,False,False,False,False,True,False,False,False,
378,2230,MAKONGENI,NAIROBI,JOGOO ROAD,NEAR BAMA STAGE,UNKNOWN M/V,HIT AND RUN,MALE,A,63.0,PEDESTRIAN,1.0,2016-04-01 00:00:00,NAIROBI,M,PEDESTRIAN,A,,ADULT,,04/01,2016,4,April,1,Friday,2230,22.0,30.0,NIGHT,63.0,PEDESTRIAN BEHAVIOUR,UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,False,False,False,
361,240,KAYOLE,NAIROBI,KANGUNDO ROAD,NEAR CALTEX,KCA 101B TATA LORRY & KBV 165P MITSUBISHI P/UP,THE LORRY RAMMED INTO THE REAR P/UP,MALE,A,29.0,DRIVER,1.0,2016-04-02 00:00:00,NAIROBI,M,DRIVER,A,,ADULT,,04/02,2016,4,April,2,Saturday,240,2.0,40.0,NIGHT,29.0,DRIVER / CYCLIST BEHAVIOUR,KCA 101B TATA LORRY & KBV 165P MITSUBISHI P/UP,False,False,False,True,True,False,False,False,False,True,False,False,False,
362,715,RUIRU,KIAMBU,THIKA SUPERHIGHWAY,KU DRIFT,KAV 272V MITSUBISHI CANTER & KAR 652F TOYOTA SALOON,THE CANTER RAMMED INTO THE REAR SALOON CAR,MALE,23,29.0,DRIVER,1.0,2016-04-02 00:00:00,KIAMBU,M,DRIVER,23,23.0,NUMERIC AGE,18-24,04/02,2016,4,April,2,Saturday,715,7.0,15.0,MORNING,29.0,DRIVER / CYCLIST BEHAVIOUR,KAV 272V MITSUBISHI CANTER & KAR 652F TOYOTA SALOON,False,False,False,True,False,False,True,False,False,True,False,False,False,
363,800,NYERI,NYERI,NYERI OTHAYA,NGURA BRIDGE,KAU 204E T/MATATU,THE VEHICLE LOST CONTROL AND PLUGGED INTO THE RIVER,MALE,A,,PASSENGER,1.0,2016-04-02 00:00:00,NYERI,M,PASSENGER,A,,ADULT,,04/02,2016,4,April,2,Saturday,800,8.0,0.0,MORNING,,NOT RECORDED,KAU 204E T/MATATU,False,True,False,False,False,False,False,False,False,True,False,False,False,
364,1600,TIMBOROA,NAKURU,ELDORET NAKURU,NEAR MAKUTANO T/CENTRE,KBZ 942G ISUZU FRR LORRY,THE VEHICLE KNOCKED DOWN THE VICTIM WHILE CROSSING THE ROAD,MALE,18,63.0,PEDESTRIAN,1.0,2016-04-02 00:00:00,NAKURU,M,PEDESTRIAN,18,18.0,NUMERIC AGE,18-24,04/02,2016,4,April,2,Saturday,1600,16.0,0.0,AFTERNOON,63.0,PEDESTRIAN BEHAVIOUR,KBZ 942G ISUZU FRR LORRY,False,False,False,True,False,False,False,False,False,True,False,False,False,
365,1830,THIKA,KIAMBU,THIKA NAIROBI,BLUE POST,KBV 278A ISUZU FRR LORRY,THE VEHICLE KNOCKED DOWN THE P/CYCLIST,MALE,54,52.0,PEDAL CYCLIST,1.0,2016-04-02 00:00:00,KIAMBU,M,P/CYCLIST,54,54.0,NUMERIC AGE,45-54,04/02,2016,4,April,2,Saturday,1830,18.0,30.0,EVENING,52.0,DRIVER / CYCLIST BEHAVIOUR,KBV 278A ISUZU FRR LORRY,False,False,False,True,False,False,False,False,False,True,False,False,False,
366,1945,DTEO DAGORETI,NAIROBI,WAIYAKI WAY,NEAR KANGEMI STAGE,KBS 698X N/MATATU,THE VEHICLE KNOCKED DOWN THE VICTIM WHILE CROSSING THE ROAD,MALE,63,98.0,PEDESTRIAN,1.0,2016-04-02 00:00:00,NAIROBI,M,PEDESTRIAN,63,63.0,NUMERIC AGE,55-64,04/02,2016,4,April,2,Saturday,1945,19.0,45.0,EVENING,98.0,CAUSE NOT TRACED,KBS 698X N/MATATU,False,True,False,False,False,False,False,False,False,True,False,False,False,
367,2030,KIAMBU,KIAMBU,NDUMBERI KANNGA,KARATINA,KBD 499K NZE,THE VEHICLE KNOCKED DOWN THE VICTIM WHILE CROSSING THE ROAD,FEMALE,10,11.0,PEDESTRIAN,1.0,2016-04-02 00:00:00,KIAMBU,F,PEDESTRIAN,10,10.0,NUMERIC AGE,0-17,04/02,2016,4,April,2,Saturday,2030,20.0,30.0,EVENING,11.0,DRIVER / CYCLIST BEHAVIOUR,KBD 499K NZE,False,False,False,False,False,False,False,False,False,False,False,True,False,
368,2215,DTEO MAKINGENI,NAIROBI,HESHIMA,NEAR PCEA BAHATI,KBV 632E MINI BUS,THE VEHICLE KNOCKED DOWN THE VICTIM WHILE CROSSING THE ROAD,MALE,45,63.0,PEDESTRIAN,1.0,2016-04-02 00:00:00,NAIROBI,M,PEDESTRIAN,45,45.0,NUMERIC AGE,45-54,04/02,2016,4,April,2,Saturday,2215,22.0,15.0,NIGHT,63.0,PEDESTRIAN BEHAVIOUR,KBV 632E MINI BUS,False,False,True,False,False,False,False,False,False,True,False,False,False,
369,2100,KENDU BAY,HOMA BAY,KATITU KENDU BAY,NEAR KENDU BAY TRADING CENTRE,KBV 242G T/KLUGGER,THE VEHICLE KNOCKED DOWN THE P/CYCLIST,MALE,55,38.0,PEDAL CYCLIST,1.0,2016-04-02 00:00:00,HOMA BAY,M,P/CYCLIST,55,55.0,NUMERIC AGE,55-64,04/02,2016,4,April,2,Saturday,2100,21.0,0.0,NIGHT,38.0,DRIVER / CYCLIST BEHAVIOUR,KBV 242G T/KLUGGER,False,False,False,False,False,False,False,False,False,False,False,True,False,
356,310,NAIVASHA,NAKURU,NAIROBI NAKURU,NYAMATHI AREA,KBR 129R ISUZU BUS,THE VEHICLE,MALE,J,26.0,PASSENGER,1.0,2016-04-03 00:00:00,NAKURU,M,PASSENGER,J,,JUVENILE,,04/03,2016,4,April,3,Sunday,310,3.0,10.0,NIGHT,26.0,DRIVER / CYCLIST BEHAVIOUR,KBR 129R ISUZU BUS,False,False,True,False,False,False,False,False,False,True,False,False,False,
357,1400,JUJA,KIAMBU,THIUKA SUPER HIGHWAY,NEAR SEAGULL AREA,KBV 209X ISUZU BUS & M/CY KMDM 998F SKYGO,THE CYCLE RAMMED INTO THE BUS,MALE,28,29.0,MOTORCYCLIST,1.0,2016-04-03 00:00:00,KIAMBU,M,M/CYCLIST,28,28.0,NUMERIC AGE,25-34,04/03,2016,4,April,3,Sunday,1400,14.0,0.0,AFTERNOON,29.0,DRIVER / CYCLIST BEHAVIOUR,KBV 209X ISUZU BUS & M/CY KMDM 998F SKYGO,True,False,True,False,False,False,False,False,False,True,False,False,False,
358,1730,KEIYO,ELGEYO MARAKWET,ITEN KWA HILDA RESIDENCE,KWA HILDA AREA,KMCQ 65Y TVS,THE CYCLE LOST CONTROL AND HIT A PERIMETER WALL,MALE,28,54.0,MOTORCYCLIST,1.0,2016-04-03 00:00:00,ELGEYO MARAKWET,M,M/CYCLIST,28,28.0,NUMERIC AGE,25-34,04/03,2016,4,April,3,Sunday,1730,17.0,30.0,EVENING,54.0,DRIVER / CYCLIST BEHAVIOUR,KMCQ 65Y TVS,True,False,False,False,False,False,False,False,False,True,False,False,False,
359,2000,MAKUYU,KIAMBU,KENOL SAGANA,MAKUYU BOYS SEC,KBL 532Z TOYOTA NOAH,HEAD ON COLLISION WITH AN ONCOMING VEHICLE,FEMALE,"22,65 & 9 MONTHS",26.0,PASSENGER,3.0,2016-04-03 00:00:00,KIAMBU,F,PASSENGER,"22,65 & 9 MONTHS",,UNKNOWN,,04/03,2016,4,April,3,Sunday,2000,20.0,0.0,EVENING,26.0,DRIVER / CYCLIST BEHAVIOUR,KBL 532Z TOYOTA NOAH,False,False,False,False,False,False,False,False,False,True,True,False,False,
360,45,CENTRAL,NAIROBI,HAILE SELASIE,TECHNICAL UNIVERSITY,UNKNOWN M/V,HIT AND RUN,MALE,21,7.0,PEDESTRIAN,1.0,2016-04-03 00:00:00,NAIROBI,M,PEDESTRIAN,21,21.0,NUMERIC AGE,18-24,04/03,2016,4,April,3,Sunday,45,0.0,45.0,NIGHT,7.0,DRIVER / CYCLIST BEHAVIOUR,UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,False,False,False,
352,530,KAREN,NAIROBI,NGONG ROAD,NEAR KENOL PETROL STATION,KMCS 402T CAPTAIN,THE CYCLE HIT A PAVEMENT AND FELL DOWN,MALE,28,54.0,MOTORCYCLIST,1.0,2016-04-04 00:00:00,NAIROBI,M,M/CYCLIST,28,28.0,NUMERIC AGE,25-34,04/04,2016,4,April,4,Monday,530,5.0,30.0,MORNING,54.0,DRIVER / CYCLIST BEHAVIOUR,KMCS 402T CAPTAIN,False,False,False,False,False,False,False,False,False,False,False,True,False,
353,1900,SIAYA,SIAYA,SIAYA LUANDA,SIGANA AREA,KAC 250E ISUZU CANTER,HEAD ON COLLISION WITH A PEDAL CYCLIST,MALE,23,8.0,PEDAL CYCLIST,1.0,2016-04-04 00:00:00,SIAYA,M,P/CYCLIST,23,23.0,NUMERIC AGE,18-24,04/04,2016,4,April,4,Monday,1900,19.0,0.0,EVENING,8.0,DRIVER / CYCLIST BEHAVIOUR,KAC 250E ISUZU CANTER,False,False,False,True,False,False,False,False,False,True,False,False,False,
354,2350,SOTIK,BOMET,KAPLONG BOMET,KAPKURES AREA,UNKNOWN M/V,HIT AND RUN,MALE,27,98.0,PEDESTRIAN,1.0,2016-04-04 00:00:00,BOMET,M,PEDESTRIAN,27,27.0,NUMERIC AGE,25-34,04/04,2016,4,April,4,Monday,2350,23.0,50.0,NIGHT,98.0,CAUSE NOT TRACED,UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,False,False,False,
355,30,TRANS MARA,NAROK,KISII KILGORIS,KONA CHUMA AREA,KMCQ 882F BOXER,THE CYCLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO A DITCH,MALE,25,26.0,MOTORCYCLIST,1.0,2016-04-04 00:00:00,NAROK,M,M/CYCLIST,25,25.0,NUMERIC AGE,25-34,04/04,2016,4,April,4,Monday,30,0.0,30.0,NIGHT,26.0,DRIVER / CYCLIST BEHAVIOUR,KMCQ 882F BOXER,True,False,False,False,False,False,False,False,False,True,False,False,False,
350,730,KEIYO,ELGEYO MARAKWET,ITEN KABARNET,KERIO KABARNET,KBQ 174V TOYOTA WISH,THE VEHICLE KNOCKED DOWN THE VICTIM,MALE,12,7.0,PEDESTRIAN,1.0,2016-04-05 00:00:00,MARAKWET,M,PEDESTRIAN,12,12.0,NUMERIC AGE,0-17,04/05,2016,4,April,5,Tuesday,730,7.0,30.0,MORNING,7.0,DRIVER / CYCLIST BEHAVIOUR,KBQ 174V TOYOTA WISH,False,False,False,False,False,False,True,False,False,True,False,False,False,
351,2330,KIKUYU,KIAMBU,NAIVASHA NAIROBI HIGHWAY,REGGEN AREA,KCA 955B TOYOTA PASSO,THE VEHICLE KNOCKED DOWN THE VICTIM,MALE,30,68.0,PEDESTRIAN,1.0,2016-04-05 00:00:00,KIAMBU,M,PEDESTRIAN,30,30.0,NUMERIC AGE,25-34,04/05,2016,4,April,5,Tuesday,2330,23.0,30.0,NIGHT,68.0,PEDESTRIAN BEHAVIOUR,KCA 955B TOYOTA PASSO,False,False,False,False,False,False,True,False,False,True,False,False,False,
341,1245,KILIFI,KILIFI,KILIFI MOMBASA,MBOGOLO AREA,KCC 910Z ASHOK LEYLAND,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,MALE,40,26.0,PEDESTRIAN,1.0,2016-04-06 00:00:00,KILIFI,M,PEDESTRIAN,40,40.0,NUMERIC AGE,35-44,04/06,2016,4,April,6,Wednesday,1245,12.0,45.0,AFTERNOON,26.0,DRIVER / CYCLIST BEHAVIOUR,KCC 910Z ASHOK LEYLAND,False,False,False,False,False,False,False,False,False,False,False,True,False,
342,200,MAU SUMMIT,UASIN GISHU,ELDORET NAKURU,JOGOO TRADING CENTRE,KBE 002G TOYOTA MATATU,THE VEHICLE KNOCKED DOWN THE VICTIM,MALE,A,63.0,PEDESTRIAN,1.0,2016-04-06 00:00:00,UASIN GISHU,M,PEDESTRIAN,A,,ADULT,,04/06,2016,4,April,6,Wednesday,200,2.0,0.0,NIGHT,63.0,PEDESTRIAN BEHAVIOUR,KBE 002G TOYOTA MATATU,False,True,False,False,False,False,False,False,False,True,False,False,False,
343,1645,NYANDO,KISUMU,KENDU BAY KATITU,NYAKWERE AREA,KCB 739F TOYOTA FIELDER & KBG 959X HOUSING M/CYCLE,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND HIT THE M/CYCLE,MALE,23,98.0,MOTORCYCLIST,1.0,2016-04-06 00:00:00,KISUMU,M,M/CYCLIST,23,23.0,NUMERIC AGE,18-24,04/06,2016,4,April,6,Wednesday,1645,16.0,45.0,AFTERNOON,98.0,CAUSE NOT TRACED,KCB 739F TOYOTA FIELDER & KBG 959X HOUSING M/CYCLE,True,False,False,False,False,False,True,False,False,True,False,False,False,
344,1930,STAREHE,NAIROBI,JUJA ROAD,NEAR MOI AIR BASE,UNKNOWN M/V,HIT AND RUN,MALE,A,68.0,PEDESTRIAN,1.0,2016-04-06 00:00:00,NAIROBI,M,PEDESTRIAN,A,,ADULT,,04/06,2016,4,April,6,Wednesday,1930,19.0,30.0,EVENING,68.0,PEDESTRIAN BEHAVIOUR,UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,False,False,False,
345,2030,RUNYEJES,EMBU,EMBU MERU,GAKWEGORI AREA,KMDJ 513M & UNKNOWN M/V,HIT AND RUN,MALE,30,98.0,MOTORCYCLIST,1.0,2016-04-06 00:00:00,EMBU,M,M/CYCLIST,30,30.0,NUMERIC AGE,25-34,04/06,2016,4,April,6,Wednesday,2030,20.0,30.0,EVENING,98.0,CAUSE NOT TRACED,KMDJ 513M & UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,False,False,False,
346,2100,THIKA,KIAMBU,GATURA THIKA,CHOMO AREA,UNKNOWN M/V,HIT AND RUN,MALE,39,60.0,PEDESTRIAN,1.0,2016-04-06 00:00:00,KIAMBU,M,PEDESTRIAN,39,39.0,NUMERIC AGE,35-44,04/06,2016,4,April,6,Wednesday,2100,21.0,0.0,NIGHT,60.0,PEDESTRIAN BEHAVIOUR,UNKNOWN M/V,False,False,False,False,False,False,False,True,False,True,False,False,False,
347,1700,ONGATA RONGAI,KAJIADO,KANDIZI OLE KASAFI,KANDIZI AREA,GKA 060V TOYOTA CRUISER,THE VEHICLE KNOCKED DOWN THE VICTIM,FEMALE,4,63.0,PEDESTRIAN,1.0,2016-04-06 00:00:00,KAJIADO,F,PEDESTRIAN,4,4.0,NUMERIC AGE,0-17,04/06,2016,4,April,6,Wednesday,1700,17.0,0.0,EVENING,63.0,PEDESTRIAN BEHAVIOUR,GKA 060V TOYOTA CRUISER,False,False,False,False,False,False,False,False,False,False,False,True,False,
348,2330,MTITO ANDEI,MAKUENI,MOMBASA NAIROBI,NEAR AP SENIOR TRAINING COLLEGE,KMDK 467Z SKYGO & KBS 072U/ZC 9848 MAN TRAILER,THE MOTOR CYCLE RAMMED INTO THE REAR OF THE TRAILER,MALE,52,98.0,MOTORCYCLIST,1.0,2016-04-06 00:00:00,MAKUENI,M,M/CYCLIST,52,52.0,NUMERIC AGE,45-54,04/06,2016,4,April,6,Wednesday,2330,23.0,30.0,NIGHT,98.0,CAUSE NOT TRACED,KMDK 467Z SKYGO & KBS 072U/ZC 9848 MAN TRAILER,True,False,False,False,False,False,False,False,True,True,False,False,False,
349,200,RUIRU,KIAMBU,RIURU LIMURU,MEMBLY AREA,KBB 232H TOYOTA L/CRUISER & KAX 599G MITSUBISHI CANTER,HEAD ON COLLISION,MALE,A,22.0,DRIVER,1.0,2016-04-06 00:00:00,KIAMBU,M,DRIVER,A,,ADULT,,04/06,2016,4,April,6,Wednesday,200,2.0,0.0,NIGHT,22.0,DRIVER / CYCLIST BEHAVIOUR,KBB 232H TOYOTA L/CRUISER & KAX 599G MITSUBISHI CANTER,False,False,False,True,False,False,True,False,False,True,False,False,False,
336,745,MTITO ANDEI,MAKUENI,MOMBASA NAIROBI,TSAVO RIVER AREA,KCE 802S/ZD4432 DAF & KBK 148H/ZD 2833 M/BENZ,HEAD ON COLLISION,MALE,29 & 32,11.0,DRIVER,1.0,2016-04-07 00:00:00,MAKUENI,M,DRIVER,29 & 32,,UNKNOWN,,04/07,2016,4,April,7,Thursday,745,7.0,45.0,MORNING,11.0,DRIVER / CYCLIST BEHAVIOUR,KCE 802S/ZD4432 DAF & KBK 148H/ZD 2833 M/BENZ,False,False,False,True,False,False,False,False,False,True,False,False,False,
337,745,MTITO ANDEI,MAKUENI,MOMBASA NAIROBI,TSAVO RIVER AREA,KCE 802S/ZD4432 DAF & KBK 148H/ZD 2833 M/BENZ,HEAD ON COLLISION,MALE,29 & 32,11.0,PASSENGER,1.0,2016-04-07 00:00:00,MAKUENI,M,PASSENGER,29 & 32,,UNKNOWN,,04/07,2016,4,April,7,Thursday,745,7.0,45.0,MORNING,11.0,DRIVER / CYCLIST BEHAVIOUR,KCE 802S/ZD4432 DAF & KBK 148H/ZD 2833 M/BENZ,False,False,False,True,False,False,False,False,False,True,False,False,False,
338,1200,BURETI,KERICHO,KERICHO,CHEMOSIT,KMDG 346C,THE CYCLE KNOCKED DOWN THE VICTIM,MALE,9,29.0,PEDESTRIAN,1.0,2016-04-07 00:00:00,KERICHO,M,PEDESTRIAN,9,9.0,NUMERIC AGE,0-17,04/07,2016,4,April,7,Thursday,1200,12.0,0.0,AFTERNOON,29.0,DRIVER / CYCLIST BEHAVIOUR,KMDG 346C,False,False,False,False,False,False,False,False,False,False,False,True,False,
339,1820,BUNGOMA,BUNGOMA,BUNGOMA MALABA,NANGENI AREA,KAU 337X/ZO810 ACROSS,THE VEHICLE KNOCKED DOWN THE VICTIM,MALE,5,60.0,PEDESTRIAN,1.0,2016-04-07 00:00:00,BUNGOMA,M,PEDESTRIAN,5,5.0,NUMERIC AGE,0-17,04/07,2016,4,April,7,Thursday,1820,18.0,20.0,EVENING,60.0,PEDESTRIAN BEHAVIOUR,KAU 337X/ZO810 ACROSS,False,False,False,False,False,False,False,False,False,False,False,True,False,
340,1100,MACHAKOS,MACHAKOS,NAIROBI MOMBASA,KONZA CENTRE,KAM 354J LAND ROVER,HEAD ON COLLISION WITH AN ONCOMING VEHICLE,MALE,A,1.0,DRIVER,1.0,2016-04-07 00:00:00,MACHAKOS,M,DRIVER,A,,ADULT,,04/07,2016,4,April,7,Thursday,1100,11.0,0.0,MORNING,1.0,DRIVER / CYCLIST BEHAVIOUR,KAM 354J LAND ROVER,False,False,False,False,False,False,False,False,False,False,False,True,False,
325,1430,BUSIA,BUSIA,KISUMU BUSIA,MULEMBE,"KBY 265A SCANIA BUS,KMDT 653A BOOXER",THE CYCLE WAS HIT FROM THE REAR BY THE VEHICLE,MALE,31,19.0,MOTORCYCLIST,1.0,2016-04-08 00:00:00,BUSIA,M,M/CYCLIST,31,31.0,NUMERIC AGE,25-34,04/08,2016,4,April,8,Friday,1430,14.0,30.0,AFTERNOON,19.0,DRIVER / CYCLIST BEHAVIOUR,"KBY 265A SCANIA BUS,KMDT 653A BOOXER",False,False,True,False,False,False,False,False,False,True,False,False,False,
326,1600,CHANGAMWE,MOMBASA,AIRPORT,APOLO,KBT 112L SINO TRACK,THE VEHICLE KNOCKED DOWN THE VICTIM,MALE,35,16.0,PEDESTRIAN,1.0,2016-04-08 00:00:00,MOMBASA,M,PEDESTRIAN,35,35.0,NUMERIC AGE,35-44,04/08,2016,4,April,8,Friday,1600,16.0,0.0,AFTERNOON,16.0,DRIVER / CYCLIST BEHAVIOUR,KBT 112L SINO TRACK,False,False,False,False,False,False,False,False,False,False,False,True,False,
327,2205,NANYUKI,LAIKIPIA,KINAMBA,NGARUA,KCA 260C MAZDA MATATU,THE VEHICLE OVERTURNED KILLING 6 VICTIMS,MIXED,A,26.0,PASSENGER,6.0,2016-04-08 00:00:00,,4F & INF,PASSENGER,A,,ADULT,,04/08,2016,4,April,8,Friday,2205,22.0,5.0,NIGHT,26.0,DRIVER / CYCLIST BEHAVIOUR,KCA 260C MAZDA MATATU,False,True,False,False,False,False,False,False,False,True,False,False,False,
328,2025,KITUI,KITUI,KITUI MACHAKOS,KALANDINI,KCF 839M NISWSAN MATATU,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,MALE,8,26.0,PASSENGER,1.0,2016-04-08 00:00:00,KITUI,M,PASSENGER,8,8.0,NUMERIC AGE,0-17,04/08,2016,4,April,8,Friday,2025,20.0,25.0,EVENING,26.0,DRIVER / CYCLIST BEHAVIOUR,KCF 839M NISWSAN MATATU,False,True,False,False,False,False,False,False,False,True,False,False,False,
329,2142,KINANGOP,NYANDARUA,NJAMBINI OLKALAO,KAMAGUTA,KAE 143N LORRY,THE VEHICLE HIT A PEDAL CYCLIST,MALE,33,98.0,PEDAL CYCLIST,1.0,2016-04-08 00:00:00,,M,P/CYCLIST,33,33.0,NUMERIC AGE,25-34,04/08,2016,4,April,8,Friday,2142,21.0,42.0,NIGHT,98.0,CAUSE NOT TRACED,KAE 143N LORRY,False,False,False,True,False,False,False,False,False,True,False,False,False,
330,1030,TIGONI,KIAMBU,NAIROBI NAIVASHA,NGARARIGA STAGE,M/CYCLE & UNKNOWN M/V,HIT AND RUN,FEMALE,A,22.0,PILLION PASSENGER,1.0,2016-04-08 00:00:00,KIAMBU,F,P/PASSENGER,A,,ADULT,,04/08,2016,4,April,8,Friday,1030,10.0,30.0,MORNING,22.0,DRIVER / CYCLIST BEHAVIOUR,M/CYCLE & UNKNOWN M/V,True,False,False,False,False,False,False,True,False,True,False,False,False,
331,2100,NAIVASHA,NAKURU,KENYATTA,GUEST INN BAR,KBK 845A TOYOTA HILUX D/CAP,THE VEHICLE KNOCKED DOWN THE VICTIM,MALE,A,63.0,PEDESTRIAN,1.0,2016-04-08 00:00:00,NAKURU,M,PEDESTRIAN,A,,ADULT,,04/08,2016,4,April,8,Friday,2100,21.0,0.0,NIGHT,63.0,PEDESTRIAN BEHAVIOUR,KBK 845A TOYOTA HILUX D/CAP,False,False,False,False,True,False,False,False,False,True,False,False,False,
332,1800,GIGIRI,NAIROBI,FOREST LIMURU,INTERCHANGE,"KBA 784T ISUZU MINI BUS,KMDG 769H BOXER",THE CYCLE WAS HIT FROM THE REAR BY THE VEHICLE,MALE,30,7.0,MOTORCYCLIST,1.0,2016-04-08 00:00:00,NAIROBI,M,M/CYCLIST,30,30.0,NUMERIC AGE,25-34,04/08,2016,4,April,8,Friday,1800,18.0,0.0,EVENING,7.0,DRIVER / CYCLIST BEHAVIOUR,"KBA 784T ISUZU MINI BUS,KMDG 769H BOXER",True,False,True,False,False,False,False,False,False,True,False,False,False,
